
Generated at: 2021/01/12 18:39:16
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - NFIL3
CEBPD
RCAN1
TP53I3
THBS1
FOSB
ME1
GOLM1
EFHD1
TMEM45B
GADD45G
DNMT3L
IGFBP1
FOS
SOCS2
CRISPLD2
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (1)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
SOCS2,O14508,,hsa-miR-655-3p,0.62370332251806,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|RNAhybrid|TargetRank|TargetScan
ME1,P48163,,hsa-miR-548d-5p,0.619934008522626,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
FOSB,P53539,,hsa-miR-374b-5p,0.618826502778107,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-940,0.617938743109344,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank
ME1,P48163,,hsa-miR-548a-5p,0.616579175486056,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-377-3p,0.612113812139494,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|TargetScan
THBS1,P07996,,hsa-miR-143-3p,0.610258448946549,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|TargetScan
FOS,P01100,,hsa-miR-569,0.609761830874464,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-101-3p,0.609175326098072,10,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar
IGFBP1,P08833,,hsa-miR-433-3p,0.608050174724417,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid|TargetRank|TargetScan
CRISPLD2,Q9H0B8,,hsa-miR-873-5p,0.606601748747745,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-7-5p,0.604689569573002,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|MirMAP|miRTar2GO|MultiMiTar|RNAhybrid
ME1,P48163,,hsa-miR-448,0.603943281981688,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
GADD45G,O95257,,hsa-miR-497-5p,0.602941776879641,14,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|RepTar|TargetRank|TargetScan
ME1,P48163,,hsa-miR-548b-5p,0.600669172767114,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
ME1,P48163,,hsa-miR-142-3p,0.600409623893788,17,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetSpy
SOCS2,O14508,,hsa-miR-22-3p,0.59973610335061,13,Very High,BCmicrO|BiTargeting|CoMeTa|MBStar|MAMI|MirAncesTar|miRcode|mirCoX|MirMAP|MultiMiTar|RepTar|RNAhybrid|TargetScan
FOS,P01100,,hsa-miR-338-3p,0.596361633248672,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid
RCAN1,P53805,,hsa-miR-145-5p,0.594489046204334,13,Very High,BCmicrO|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetScan
CEBPD,P49716,,hsa-miR-429,0.591696811178125,11,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-374a-5p,0.590795078697664,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-559,0.58950582122886,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
GADD45G,O95257,,hsa-miR-424-5p,0.589419195630008,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RepTar|TargetRank|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-128-3p,0.587085169806927,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-548c-5p,0.586046426677789,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
CEBPD,P49716,,hsa-miR-200c-3p,0.585536165469606,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-515-5p,0.585011982037866,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
RCAN1,P53805,,hsa-miR-513a-5p,0.582455351451621,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetSpy
GOLM1,Q8NBJ4,,hsa-miR-381-3p,0.580139439382657,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
GADD45G,O95257,,hsa-miR-16-5p,0.579229454892107,10,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|TargetRank|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-300,0.578970281533321,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan|TargetSpy
GADD45G,O95257,,hsa-miR-195-5p,0.577594823349029,12,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RepTar|TargetRank|TargetScan
ME1,P48163,,hsa-miR-25-3p,0.57678592737221,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-143-3p,0.575173420585758,17,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-let-7d-5p,0.574968688768419,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|microrna.org|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetScan
FOS,P01100,,hsa-miR-603,0.574919096095564,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-873-5p,0.573630367070647,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-32-5p,0.570776458785993,15,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-92a-3p,0.570739405142184,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-648,0.569824157033911,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar
FOS,P01100,,hsa-miR-580-3p,0.569253869506723,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-miR-22-3p,0.566419254270789,12,Very High,BCmicrO|CoMeTa|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-384,0.563584071097596,12,Very High,CoMeTa|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT|RepTar|TargetScan|TargetSpy
THBS1,P07996,,hsa-miR-548c-3p,0.562780017454824,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|TargetRank|TargetSpy
ME1,P48163,,hsa-miR-363-3p,0.560719856762321,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
RCAN1,P53805,,hsa-miR-655-3p,0.558291005592572,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
CRISPLD2,Q9H0B8,,hsa-miR-330-3p,0.557685805246956,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PITA|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-3121-3p,0.557098777213059,11,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar
CEBPD,P49716,,hsa-miR-98-5p,0.555322528020881,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|miRcode|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
GADD45G,O95257,,hsa-miR-15b-5p,0.554102586323506,12,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|RepTar|TargetRank|TargetScan
SOCS2,O14508,,hsa-miR-940,0.552174494499578,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-513a-3p,0.551774191198981,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-1261,0.55091057838028,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar
ME1,P48163,,hsa-miR-548j-5p,0.550146337373897,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-548p,0.550042130749857,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid
THBS1,P07996,,hsa-miR-548d-3p,0.550022765546643,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-217,0.548629289079501,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|TargetSpy
IGFBP1,P08833,,hsa-miR-381-3p,0.548175687621139,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-miR-520d-5p,0.547595277390571,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-132-3p,0.547077911535769,12,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetScan
SOCS2,O14508,,hsa-miR-214-3p,0.546237446684324,17,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-634,0.543260011055368,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|MultiMiTar|RepTar|TargetRank
RCAN1,P53805,,hsa-miR-323a-3p,0.543246848731532,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid|TargetRank|TargetScan
ME1,P48163,,hsa-miR-409-3p,0.540942436910681,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RNAhybrid|TargetRank
GOLM1,Q8NBJ4,,hsa-miR-320a,0.540470156335041,16,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
TMEM45B,Q96B21,,hsa-miR-190a-5p,0.540429919859872,15,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-92b-3p,0.539604792532385,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-3163,0.537638872865629,10,Very High,BiTargeting|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|MirSNP|Mirza-G|RepTar
SOCS2,O14508,,hsa-miR-144-3p,0.536893997285027,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|RNAhybrid|TargetScan
CRISPLD2,Q9H0B8,,hsa-miR-497-5p,0.536656071881155,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RepTar|RNAhybrid|TargetRank|TargetScan
ME1,P48163,,hsa-miR-767-3p,0.535863558323846,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
RCAN1,P53805,,hsa-miR-217,0.535667488007992,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
FOS,P01100,,hsa-miR-653-5p,0.535334037189417,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid
EFHD1,Q9BUP0,,hsa-miR-214-3p,0.534028392570096,13,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|MirSNP|MultiMiTar|PACCMIT|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-548c-3p,0.532842333439809,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-203a-3p,0.532470619139076,12,Very High,BCmicrO|CoMeTa|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
RCAN1,P53805,,hsa-miR-369-3p,0.532083411546571,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan|TargetSpy
GOLM1,Q8NBJ4,,hsa-miR-493-5p,0.531932700601412,10,Very High,DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetScan
FOS,P01100,,hsa-miR-383-5p,0.530842949713438,10,Very High,BCmicrO|CoMeTa|Cupid|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-212-3p,0.52963320512563,10,Very High,BCmicrO|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-3662,0.52924420284918,10,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT
CRISPLD2,Q9H0B8,,hsa-miR-16-5p,0.527967625191254,12,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RepTar|RNAhybrid|TargetRank|TargetScan
ME1,P48163,,hsa-miR-548i,0.526678969840573,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetSpy
THBS1,P07996,,hsa-miR-944,0.525739813891862,11,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT
CRISPLD2,Q9H0B8,,hsa-miR-195-5p,0.525370615639363,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RepTar|RNAhybrid|TargetRank|TargetScan
FOS,P01100,,hsa-miR-149-5p,0.524463833910804,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
GADD45G,O95257,,hsa-miR-107,0.523492512782212,12,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RepTar|TargetScan|TargetSpy
NFIL3,Q16649,,hsa-miR-27a-3p,0.523447132463348,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-141-3p,0.523182279685316,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|RepTar
SOCS2,O14508,,hsa-miR-132-3p,0.521703130622312,9,Very High,BiTargeting|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-618,0.518945103032941,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank|TargetSpy
CRISPLD2,Q9H0B8,,hsa-miR-544a,0.518572093636324,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
GOLM1,Q8NBJ4,,hsa-miR-145-5p,0.518480425210002,13,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-367-3p,0.518375914858599,16,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-630,0.51737670519269,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
CRISPLD2,Q9H0B8,,hsa-miR-491-5p,0.517316831800119,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
GADD45G,O95257,,hsa-miR-103a-3p,0.51717335297017,11,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RepTar|TargetScan
CRISPLD2,Q9H0B8,,hsa-miR-424-5p,0.517084875822473,12,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RepTar|RNAhybrid|TargetRank|TargetScan
THBS1,P07996,,hsa-miR-587,0.517080072729665,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|PACCMIT|RepTar|TargetRank|TargetSpy
NFIL3,Q16649,,hsa-miR-369-3p,0.515928866968571,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|mirbase|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-1827,0.515490752564988,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar
FOSB,P53539,,hsa-miR-224-5p,0.515463957916917,14,Very High,BCmicrO|BiTargeting|CoMeTa|ElMMo3|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-135a-5p,0.515057518859314,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar
THBS1,P07996,,hsa-miR-200a-3p,0.514763204680531,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar
FOSB,P53539,,hsa-miR-200a-3p,0.513554811985714,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-548h-5p,0.51294998523932,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid
FOS,P01100,,hsa-miR-490-5p,0.512705756374085,12,Very High,BCmicrO|CoMeTa|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-450b-5p,0.511233029958834,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank|TargetSpy
GOLM1,Q8NBJ4,,hsa-miR-520h,0.51001241491949,15,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-936,0.509235854596941,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetSpy
NFIL3,Q16649,,hsa-miR-603,0.509222885291449,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|PACCMIT|RNAhybrid|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-204-5p,0.508145304898788,10,Very High,BCmicrO|CoMeTa|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|RepTar
GOLM1,Q8NBJ4,,hsa-miR-146b-5p,0.508079666021193,17,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
