
Generated at: 2021/04/04 17:38:27
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - GADD45G
FADS2
P4HA1
SOCS2
FOSB
TRHDE
ME1
RTP3
PHLDA1
IL1RN
IP6K3
CEBPD
SDC4
PEG10
TMEM154
IGFBP2
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (1)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
TMEM154,Q6P9G4,,hsa-miR-195-5p,0.652522798936409,15,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-let-7c-5p,0.647037750275478,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
TMEM154,Q6P9G4,,hsa-miR-15b-5p,0.646397191035758,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
CEBPD,P49716,,hsa-miR-200b-3p,0.646240282739001,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-let-7a-5p,0.646077598679023,14,Very High,BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-367-3p,0.645704437665124,15,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|TargetRank|TargetScan
TRHDE,Q9UKU6,,hsa-miR-512-3p,0.644563309128905,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetSpy
ME1,P48163,,hsa-miR-562,0.643817374444805,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetSpy
P4HA1,P13674,,hsa-miR-144-3p,0.643349947462306,18,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-133a-3p,0.641467993629415,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetRank
PEG10,Q86TG7,,hsa-miR-122-5p,0.640360402082622,17,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-502-3p,0.640013940983262,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-375,0.638104609985365,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRcode|MirMAP|miRTar2GO|MultiMiTar|RepTar|TargetScan
TRHDE,Q9UKU6,,hsa-miR-302e,0.635248893800684,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetScan|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-548a-5p,0.635143700864794,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
FOSB,P53539,,hsa-miR-148b-3p,0.634440068974055,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548p,0.63389691009698,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar
TRHDE,Q9UKU6,,hsa-miR-577,0.631551811286486,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|TargetRank|TargetSpy
PEG10,Q86TG7,,hsa-miR-449b-5p,0.625280492872817,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetScan
TRHDE,Q9UKU6,,hsa-miR-206,0.624308380905008,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|TargetScan
SOCS2,O14508,,hsa-miR-655-3p,0.62370332251806,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|RNAhybrid|TargetRank|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548d-5p,0.623245857870016,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
TMEM154,Q6P9G4,,hsa-miR-497-5p,0.622051794069629,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-203a-3p,0.621556858897066,13,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar
ME1,P48163,,hsa-miR-548d-5p,0.619934008522626,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
TMEM154,Q6P9G4,,hsa-miR-15a-5p,0.619724488070772,14,Very High,Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548b-5p,0.619294645681858,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
FOSB,P53539,,hsa-miR-374b-5p,0.618826502778107,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548c-5p,0.617011355530208,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
ME1,P48163,,hsa-miR-548a-5p,0.616579175486056,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-1-3p,0.616137827032421,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
TMEM154,Q6P9G4,,hsa-miR-203a-3p,0.615397629933573,14,Very High,BCmicrO|Cupid|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
TMEM154,Q6P9G4,,hsa-miR-370-3p,0.611388846698543,15,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
SDC4,P31431,,hsa-miR-124-3p,0.610713199010363,14,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid
PEG10,Q86TG7,,hsa-miR-128-3p,0.610147793946499,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-let-7i-5p,0.609491037655286,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-532-3p,0.609279420577583,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|TargetRank|TargetScan
PEG10,Q86TG7,,hsa-miR-107,0.607500714503094,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-613,0.605794465378459,17,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-548i,0.604283456844321,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
PEG10,Q86TG7,,hsa-let-7b-5p,0.604241554451353,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-448,0.603943281981688,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-let-7f-5p,0.603166282960152,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
GADD45G,O95257,,hsa-miR-497-5p,0.602941776879641,14,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|RepTar|TargetRank|TargetScan
PEG10,Q86TG7,,hsa-let-7d-5p,0.600701597816079,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-548b-5p,0.600669172767114,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
ME1,P48163,,hsa-miR-142-3p,0.600409623893788,17,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetSpy
SOCS2,O14508,,hsa-miR-22-3p,0.59973610335061,13,Very High,BCmicrO|BiTargeting|CoMeTa|MBStar|MAMI|MirAncesTar|miRcode|mirCoX|MirMAP|MultiMiTar|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-4262,0.5993783704569,10,Very High,ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetScan
TRHDE,Q9UKU6,,hsa-miR-4782-3p,0.598721191029303,10,Very High,DIANA|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|TargetScan
TRHDE,Q9UKU6,,hsa-miR-580-3p,0.598643775966398,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar|TargetRank
TRHDE,Q9UKU6,,hsa-miR-486-5p,0.598573594305686,13,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|TargetRank|TargetScan|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-876-5p,0.596581799532123,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
PEG10,Q86TG7,,hsa-miR-491-5p,0.59534422139096,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|MultiMiTar|PITA|RepTar|RNAhybrid|TargetScan|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-153-3p,0.593454414539376,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRcode|MirMAP|Mirza-G|MultiMiTar|TargetRank|TargetScan
CEBPD,P49716,,hsa-miR-429,0.591696811178125,11,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-374a-5p,0.590795078697664,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-29c-3p,0.59011378945916,14,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetScan
ME1,P48163,,hsa-miR-559,0.58950582122886,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
GADD45G,O95257,,hsa-miR-424-5p,0.589419195630008,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RepTar|TargetRank|TargetScan
ME1,P48163,,hsa-miR-548c-5p,0.586046426677789,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
CEBPD,P49716,,hsa-miR-200c-3p,0.585536165469606,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-515-5p,0.585011982037866,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-302c-3p,0.583584196606987,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank
P4HA1,P13674,,hsa-miR-494-3p,0.581229057356787,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan
PEG10,Q86TG7,,hsa-miR-196a-5p,0.581146544883687,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-513a-3p,0.580922876372874,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|TargetRank
P4HA1,P13674,,hsa-miR-548c-3p,0.579567772044346,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid|TargetRank
GADD45G,O95257,,hsa-miR-16-5p,0.579229454892107,10,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|TargetRank|TargetScan
PEG10,Q86TG7,,hsa-miR-501-3p,0.579019207971113,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548j-5p,0.578010565270499,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar
GADD45G,O95257,,hsa-miR-195-5p,0.577594823349029,12,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RepTar|TargetRank|TargetScan
ME1,P48163,,hsa-miR-25-3p,0.57678592737221,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
PHLDA1,Q8WV24,,hsa-miR-548h-5p,0.575999211959799,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT
FOSB,P53539,,hsa-miR-143-3p,0.575173420585758,17,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
PEG10,Q86TG7,,hsa-miR-214-3p,0.573826181335621,17,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid
PEG10,Q86TG7,,hsa-miR-103a-3p,0.573454225900509,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-32-5p,0.570776458785993,15,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-92a-3p,0.570739405142184,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
PEG10,Q86TG7,,hsa-miR-196b-5p,0.568858420655762,15,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548n,0.567401390249556,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar
CEBPD,P49716,,hsa-miR-22-3p,0.566419254270789,12,Very High,BCmicrO|CoMeTa|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-363-3p,0.560719856762321,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-508-3p,0.559677877276331,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank|TargetSpy
SDC4,P31431,,hsa-miR-548c-3p,0.559571515723327,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
PEG10,Q86TG7,,hsa-miR-155-5p,0.559356654319238,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|RepTar|RNAhybrid|TargetRank
TMEM154,Q6P9G4,,hsa-miR-599,0.557227081337421,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetSpy
PEG10,Q86TG7,,hsa-miR-16-5p,0.556314793678441,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|PITA|RepTar|RNAhybrid
PHLDA1,Q8WV24,,hsa-miR-373-5p,0.555680656243395,11,Very High,DIANA|MBStar|MAMI|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar
IL1RN,P18510,,hsa-miR-224-5p,0.555572192474221,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|RepTar|RNAhybrid|TargetScan
CEBPD,P49716,,hsa-miR-98-5p,0.555322528020881,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|miRcode|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-30b-5p,0.554994880083685,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
GADD45G,O95257,,hsa-miR-15b-5p,0.554102586323506,12,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|RepTar|TargetRank|TargetScan
PEG10,Q86TG7,,hsa-miR-138-5p,0.553804268503192,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|PITA|RepTar|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-940,0.552174494499578,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank
PEG10,Q86TG7,,hsa-miR-30a-5p,0.551893072084218,15,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetSpy
TMEM154,Q6P9G4,,hsa-miR-545-3p,0.551401159600116,13,Very High,BCmicrO|Cupid|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
PEG10,Q86TG7,,hsa-miR-136-5p,0.550897852865109,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetRank|TargetScan
IL1RN,P18510,,hsa-miR-122-5p,0.550489082187235,14,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|PITA|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-548j-5p,0.550146337373897,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-548p,0.550042130749857,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid
PEG10,Q86TG7,,hsa-miR-195-5p,0.549980921877373,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid
TMEM154,Q6P9G4,,hsa-miR-217,0.549159125768109,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
PEG10,Q86TG7,,hsa-miR-30d-5p,0.548825167722337,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-532-5p,0.548099786674146,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank|TargetScan|TargetSpy
PEG10,Q86TG7,,hsa-miR-105-5p,0.54808849606412,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-miR-520d-5p,0.547595277390571,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-214-3p,0.546237446684324,17,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
