
Generated at: 2021/03/28 20:07:20
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - GADD45G
FADS2
P4HA1
SOCS2
FOSB
IGFBP2
TRHDE
ME1
Micro RNA       - 
Minimum Score   - Very High


Results (274) 
Gene Symbol,Uniprot,Pseudogene,MicroRNA,Integrated Score,Number of Sources,Score Class,Sources
GADD45G,O95257,,hsa-miR-16-5p,0.579229454892107,10,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|TargetRank|TargetScan
GADD45G,O95257,,hsa-miR-195-5p,0.577594823349029,12,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RepTar|TargetRank|TargetScan
ME1,P48163,,hsa-miR-25-3p,0.57678592737221,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-143-3p,0.575173420585758,17,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-32-5p,0.570776458785993,15,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-92a-3p,0.570739405142184,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-363-3p,0.560719856762321,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-508-3p,0.559677877276331,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank|TargetSpy
GADD45G,O95257,,hsa-miR-15b-5p,0.554102586323506,12,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|RepTar|TargetRank|TargetScan
SOCS2,O14508,,hsa-miR-940,0.552174494499578,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-548j-5p,0.550146337373897,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-548p,0.550042130749857,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-532-5p,0.548099786674146,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank|TargetScan|TargetSpy
SOCS2,O14508,,hsa-miR-214-3p,0.546237446684324,17,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-196a-5p,0.543343322463574,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|RepTar|TargetRank
FADS2,O95864,,hsa-miR-491-5p,0.541427456446026,13,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|miRTar2GO|PITA|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-409-3p,0.540942436910681,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-92b-3p,0.539604792532385,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-144-3p,0.536893997285027,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-767-3p,0.535863558323846,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
FOSB,P53539,,hsa-miR-548c-3p,0.532842333439809,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-203a-3p,0.532470619139076,12,Very High,BCmicrO|CoMeTa|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-212-3p,0.52963320512563,10,Very High,BCmicrO|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-548i,0.526678969840573,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-539-5p,0.52361489830935,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|TargetRank
GADD45G,O95257,,hsa-miR-107,0.523492512782212,12,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RepTar|TargetScan|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-194-5p,0.5228401039445,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|TargetRank|TargetScan
TRHDE,Q9UKU6,,hsa-miR-495-3p,0.522217005958547,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank
SOCS2,O14508,,hsa-miR-132-3p,0.521703130622312,9,Very High,BiTargeting|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-367-3p,0.518375914858599,16,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-630,0.51737670519269,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
GADD45G,O95257,,hsa-miR-103a-3p,0.51717335297017,11,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RepTar|TargetScan
FOSB,P53539,,hsa-miR-224-5p,0.515463957916917,14,Very High,BCmicrO|BiTargeting|CoMeTa|ElMMo3|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-200a-3p,0.513554811985714,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-548h-5p,0.51294998523932,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid
SOCS2,O14508,,hsa-miR-936,0.509235854596941,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-450b-5p,0.508387652030347,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank
SOCS2,O14508,,hsa-miR-365a-3p,0.506327191580577,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-664a-3p,0.504704725628696,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
FADS2,O95864,,hsa-miR-219a-5p,0.504247489344051,11,Very High,ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|PACCMIT|PITA|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-507,0.503952427596702,11,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank
ME1,P48163,,hsa-miR-590-3p,0.502988003380857,12,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-365b-3p,0.502673870718788,8,Very High,DIANA|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|TargetScan
FOSB,P53539,,hsa-miR-765,0.501354108615606,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-31-5p,0.500966965111073,11,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|MBStar|MirAncesTar|miRcode|miRTar2GO|MultiMiTar|RepTar|RNAhybrid
GADD45G,O95257,,hsa-miR-383-5p,0.500715591415121,14,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|PACCMIT|RepTar
SOCS2,O14508,,hsa-miR-9-5p,0.500057217684238,10,Very High,BCmicrO|CoMeTa|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-944,0.499480331316654,12,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|TargetRank|TargetSpy
GADD45G,O95257,,hsa-miR-15a-5p,0.493724352971756,8,Very High,DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|TargetRank|TargetScan
P4HA1,P13674,,hsa-miR-145-5p,0.4918923646133,11,Very High,BCmicrO|BiTargeting|CoMeTa|MBStar|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-204-5p,0.491782703966499,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-377-3p,0.491572475586835,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank
TRHDE,Q9UKU6,,hsa-miR-23b-3p,0.489992242202841,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|TargetRank
ME1,P48163,,hsa-miR-151a-3p,0.488553568632625,11,Very High,BCmicrO|CoMeTa|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-196b-5p,0.488499546297603,14,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|RepTar|TargetRank
FOSB,P53539,,hsa-miR-211-5p,0.487985863134496,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-1207-5p,0.487018923873595,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PITA|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-612,0.483278167329974,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RNAhybrid|TargetRank|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-493-5p,0.482807374263238,11,Very High,BiTargeting|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetScan
SOCS2,O14508,,hsa-miR-659-3p,0.482495705866657,12,Very High,BCmicrO|CoMeTa|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-636,0.479899741748601,9,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|MirMAP|Mirza-G|MultiMiTar
SOCS2,O14508,,hsa-miR-802,0.479145985183333,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|PACCMIT|RNAhybrid|TargetRank|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-448,0.47793105103766,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|Mirza-G|RepTar|TargetRank|TargetScan
TRHDE,Q9UKU6,,hsa-miR-422a,0.477331174470212,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetRank|TargetSpy
FOSB,P53539,,hsa-miR-23c,0.47663354606432,10,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-875-3p,0.475623445405032,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|TargetRank
SOCS2,O14508,,hsa-miR-374c-5p,0.474378543564054,10,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-185-5p,0.474348026148242,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-23a-3p,0.473661368660406,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank
FOSB,P53539,,hsa-miR-939-5p,0.470740067055315,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
GADD45G,O95257,,hsa-miR-503-5p,0.469594466345485,11,Very High,BCmicrO|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G
SOCS2,O14508,,hsa-miR-549a,0.469408415827475,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-522-3p,0.469353961529857,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|TargetRank
P4HA1,P13674,,hsa-miR-493-5p,0.468908913643718,12,Very High,BiTargeting|DIANA|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-34a-5p,0.466297241870401,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-212-3p,0.463094615601138,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|MultiMiTar|TargetRank
FADS2,O95864,,hsa-miR-608,0.46209979420314,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|miRTar2GO|RepTar|RNAhybrid|TargetRank|TargetSpy
P4HA1,P13674,,hsa-miR-491-3p,0.460875730584184,13,Very High,BCmicrO|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
P4HA1,P13674,,hsa-miR-197-3p,0.460817275921883,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-129-5p,0.460325504330992,11,Very High,BCmicrO|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-186-5p,0.457332422974935,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-885-5p,0.457161513752047,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-130a-5p,0.456695291565158,9,Very High,Cupid|DIANA|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-507,0.456230038560559,14,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-448,0.454873441993477,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-183-5p,0.454684082797021,14,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PITA|RepTar|TargetRank
FOSB,P53539,,hsa-miR-141-3p,0.453477446522732,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-607,0.451038276288378,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-423-5p,0.447952294686539,14,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-576-5p,0.445784557459077,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetRank
IGFBP2,P18065,,hsa-miR-592,0.445763512588858,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-155-5p,0.442944185492942,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|MirSNP|Mirza-G|MultiMiTar|TargetRank
FOSB,P53539,,hsa-miR-107,0.442279627202469,10,Very High,BCmicrO|BiTargeting|CoMeTa|MAMI|MirAncesTar|miRcode|MirMAP|MultiMiTar|RepTar|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-641,0.44106919447958,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|TargetRank
ME1,P48163,,hsa-miR-133b,0.438739871155549,11,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-943,0.438727813580023,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetRank|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-4282,0.438094925904742,10,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar
TRHDE,Q9UKU6,,hsa-miR-940,0.437721645691442,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|TargetSpy
ME1,P48163,,hsa-miR-374a-5p,0.437106812645158,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-505-3p,0.436417218253561,11,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-3163,0.435827810991753,8,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G
FOSB,P53539,,hsa-miR-219a-2-3p,0.435744067263263,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-548l,0.435709706161042,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
FOSB,P53539,,hsa-miR-608,0.433698384221248,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-133a-3p,0.433552318087641,10,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
FOSB,P53539,,hsa-miR-128-3p,0.432898655071542,11,Very High,BCmicrO|DIANA|ElMMo3|MirAncesTar|miRcode|MirMAP|Mirza-G|PITA|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-369-3p,0.432653229313496,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-3163,0.4324585554553,9,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid
ME1,P48163,,hsa-miR-1324,0.431219757975244,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetSpy
FOSB,P53539,,hsa-miR-184,0.429937719750119,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-548d-3p,0.429175901379772,9,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|TargetRank
TRHDE,Q9UKU6,,hsa-miR-1290,0.427963023321276,11,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar
SOCS2,O14508,,hsa-miR-181c-5p,0.425282490245803,9,Very High,BCmicrO|Cupid|DIANA|MBStar|microrna.org|MirAncesTar|MirMAP|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-196b-5p,0.424882533387935,9,Very High,BiTargeting|DIANA|MBStar|microrna.org|MirAncesTar|mirCoX|MirMAP|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-449a,0.422566127104436,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-16-5p,0.422279569549173,8,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|MBStar|MirAncesTar|miRcode|MultiMiTar
SOCS2,O14508,,hsa-miR-196a-5p,0.422085123958461,9,Very High,BCmicrO|BiTargeting|DIANA|MBStar|microrna.org|MirAncesTar|MirMAP|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-130a-3p,0.421278535267017,9,Very High,BCmicrO|CoMeTa|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
GADD45G,O95257,,hsa-miR-127-3p,0.42099552487631,13,Very High,BCmicrO|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT
SOCS2,O14508,,hsa-miR-130b-3p,0.420791223664088,9,Very High,BCmicrO|CoMeTa|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
