
Generated at: 2022/08/07 20:45:44
mirDIP version: 5.1.16.1.
Database version: 5.1.12.1



Gene Symbol     - FOS,IGFBP1,IGFBP2,THBS1,IRS2,SOCS2,UBD,GADD45G,DNMT3L,GOLM1,ANGPTL8,EFHD1,CRISPLD2
Micro RNA       - 
Minimum Score   - Very High


Results (339) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
IRS2	Q9Y4H2		hsa-miR-554	0.566835070185096	10	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
IRS2	Q9Y4H2		hsa-miR-586	0.565139087255786	10	Very High	CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|MultiMiTar|PACCMIT
FOS	P01100		hsa-miR-501-3p	0.564760969610067	11	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|PACCMIT
THBS1	P07996		hsa-miR-411-3p	0.564386753974103	10	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|RNA22|TargetScan_v7_2
CRISPLD2	Q9H0B8		hsa-miR-184	0.561012509968433	10	Very High	BCmicrO|DIANA|MirAncesTar|miRcode|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
THBS1	P07996		hsa-miR-151a-3p	0.558641854830196	11	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|miRTar2GO|MirTar2|RNA22
THBS1	P07996		hsa-miR-618	0.557279757300851	9	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
THBS1	P07996		hsa-miR-130b-5p	0.556343973796047	11	Very High	bitargeting_May_2021|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|miRTar2GO|mirzag|PACCMIT|RNA22
IRS2	Q9Y4H2		hsa-miR-451b	0.554540241045748	8	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag
FOS	P01100		hsa-miR-28-3p	0.551993800375281	8	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirzag|PACCMIT|TargetScan_v7_2
THBS1	P07996		hsa-miR-1205	0.550441488062307	11	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT|RNA22
SOCS2	O14508		hsa-miR-500a-3p	0.549141789944957	12	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-miR-588	0.548299217137495	11	Very High	BCmicrO|bitargeting_May_2021|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
IRS2	Q9Y4H2		hsa-miR-302c-5p	0.54713257469	9	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
IRS2	Q9Y4H2		hsa-miR-526b-5p	0.545089610376013	10	Very High	BCmicrO|DIANA|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|MirTar2|mirzag|MultiMiTar|RNA22
IRS2	Q9Y4H2		hsa-miR-4500	0.545024227902497	11	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miRcode|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PACCMIT|PITA_May_2021
FOS	P01100		hsa-miR-4251	0.541919685715373	8	Very High	Cupid|DIANA|MirAncesTar|miRDB_v6|MirSNPInTarget|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-935	0.541352983241539	9	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
CRISPLD2	Q9H0B8		hsa-miR-6835-3p	0.541318934306736	7	Very High	MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
IGFBP1	P08833		hsa-miR-892a	0.540482640074258	9	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-3611	0.537407238633728	8	Very High	Cupid|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
THBS1	P07996		hsa-miR-640	0.534675462501112	10	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
THBS1	P07996		hsa-miR-2113	0.534005655006226	12	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|mirCoX|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-miR-3169	0.532748827208596	13	Very High	bitargeting_May_2021|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PACCMIT|PITA_May_2021|RNA22
THBS1	P07996		hsa-miR-4500	0.532220913185459	8	Very High	DIANA|MirAncesTar|miRcode|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22
SOCS2	O14508		hsa-miR-1302	0.531987349938761	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|PITA_May_2021
FOS	P01100		hsa-miR-4802-3p	0.531269505444038	9	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
THBS1	P07996		hsa-miR-4307	0.529911960401597	9	Very High	Cupid|DIANA|MirAncesTar|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-515-3p	0.527948405638184	10	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miRDB_v6|MiRNATIP|miRTar2GO|mirzag|MultiMiTar|RNA22
THBS1	P07996		hsa-miR-3143	0.526652139950631	11	Very High	bitargeting_May_2021|Cupid|DIANA|MirAncesTar|miranda_May_2021|mirCoX|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
EFHD1	Q9BUP0		hsa-miR-2110	0.525992498820523	12	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirCoX|miRDB_v6|miRTar2GO|MirTar2|mirzag|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-miR-3125	0.525550233306974	12	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
IRS2	Q9Y4H2		hsa-miR-575	0.524145761595344	12	Very High	BCmicrO|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|MultiMiTar|PACCMIT|RNA22
THBS1	P07996		hsa-miR-627-5p	0.521678345987025	9	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|MiRNATIP|MirTar2|mirzag|RNA22
THBS1	P07996		hsa-miR-3149	0.52120739487695	9	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
SOCS2	O14508		hsa-miR-549a-3p	0.519395383464948	9	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirbase|mirmap_May_2021|MiRNATIP|mirzag
IGFBP2	P18065		hsa-miR-130b-5p	0.518758060940089	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirSNPInTarget|MirTar2|mirzag|PACCMIT
THBS1	P07996		hsa-miR-4704-3p	0.517184323037481	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
IGFBP1	P08833		hsa-miR-5581-3p	0.515583106081329	10	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
IRS2	Q9Y4H2		hsa-miR-3617-5p	0.514606329681549	11	Very High	bitargeting_May_2021|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|PACCMIT
EFHD1	Q9BUP0		hsa-miR-3123	0.514434308534626	9	Very High	DIANA|MBStar|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-548ag	0.509424257673325	10	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
EFHD1	Q9BUP0		hsa-miR-664a-5p	0.506687829489747	10	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
CRISPLD2	Q9H0B8		hsa-miR-663b	0.506420169413882	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|PITA_May_2021|RNA22
SOCS2	O14508		hsa-miR-890	0.503945906815489	10	Very High	BCmicrO|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-3686	0.503809553231872	8	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
IGFBP2	P18065		hsa-miR-592	0.503050589761248	10	Very High	BCmicrO|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag|MultiMiTar|PACCMIT
SOCS2	O14508		hsa-miR-578	0.499231730234032	11	Very High	CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
IRS2	Q9Y4H2		hsa-miR-548ai	0.497613031464031	10	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
IRS2	Q9Y4H2		hsa-miR-570-5p	0.497613031464031	10	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
SOCS2	O14508		hsa-miR-4736	0.496669962226167	12	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT|RNA22
EFHD1	Q9BUP0		hsa-miR-1275	0.495590436363039	13	Very High	BCmicrO|bitargeting_May_2021|DIANA|MBStar|MirAncesTar|mirCoX|miRDB_v6|MiRNATIP|MirTar2|mirzag|PITA_May_2021|RNA22|rnahybrid_May_2021
IRS2	Q9Y4H2		hsa-miR-190a-3p	0.489485360251589	5	Very High	MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
THBS1	P07996		hsa-miR-384	0.486472207370136	7	Very High	CoMeTa|MirAncesTar|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT
GOLM1	Q8NBJ4		hsa-miR-4328	0.485417952963245	9	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
EFHD1	Q9BUP0		hsa-miR-4794	0.482902224836766	8	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
IRS2	Q9Y4H2		hsa-miR-218-1-3p	0.481372260960387	9	Very High	DIANA|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
FOS	P01100		hsa-miR-3200-5p	0.480925015357724	7	Very High	DIANA|MirAncesTar|miRDB_v6|MirSNPInTarget|MirTar2|mirzag|PACCMIT
FOS	P01100		hsa-miR-424-3p	0.480363408505847	9	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MirTar2|mirzag|PACCMIT
FOS	P01100		hsa-miR-4650-3p	0.480152634323859	10	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-6835-3p	0.475211981187335	7	Very High	MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
FOS	P01100		hsa-miR-2053	0.474054080350228	8	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|mirCoX|miRDB_v6|mirzag|PACCMIT
FOS	P01100		hsa-miR-5006-5p	0.472528327179235	11	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT|RNA22|rnahybrid_May_2021
THBS1	P07996		hsa-miR-4786-3p	0.469556906621006	11	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag|PITA_May_2021
EFHD1	Q9BUP0		hsa-miR-2467-3p	0.46928377812502	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
THBS1	P07996		hsa-miR-4308	0.468895837437887	8	Very High	Cupid|DIANA|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|PACCMIT
THBS1	P07996		hsa-miR-3180-5p	0.468699377397417	8	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|RNA22
THBS1	P07996		hsa-miR-500a-5p	0.468477694752774	9	Very High	bitargeting_May_2021|Cupid|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|miRTar2GO|mirzag|PACCMIT
THBS1	P07996		hsa-miR-34a-3p	0.468370792551639	9	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MirSNPInTarget|mirzag|PACCMIT
THBS1	P07996		hsa-miR-2682-5p	0.464901580710166	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-3177-5p	0.463594371850445	10	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PITA_May_2021|RNA22
THBS1	P07996		hsa-miR-4302	0.46182739963853	8	Very High	Cupid|DIANA|MirAncesTar|miRDB_v6|MirTar2|mirzag|PACCMIT|RNA22
GOLM1	Q8NBJ4		hsa-miR-4770	0.461649302733248	7	Very High	DIANA|MirAncesTar|miRcode|miRDB_v6|MiRNATIP|MirTar2|mirzag
CRISPLD2	Q9H0B8		hsa-miR-635	0.461627682677857	10	Very High	BCmicrO|bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
FOS	P01100		hsa-miR-5008-5p	0.457432069374582	11	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT|PITA_May_2021
FOS	P01100		hsa-miR-3065-3p	0.456321059353022	9	Very High	bitargeting_May_2021|Cupid|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag
IRS2	Q9Y4H2		hsa-miR-4742-5p	0.454962067862704	9	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag
IRS2	Q9Y4H2		hsa-miR-4272	0.454586462200354	8	Very High	Cupid|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT
THBS1	P07996		hsa-miR-4692	0.446064613966233	9	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|mirmap_May_2021|MirTar2|mirzag|PACCMIT|RNA22
FOS	P01100		hsa-miR-4733-3p	0.445615725309719	10	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-3074-5p	0.444007156892991	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PITA_May_2021|RNA22
THBS1	P07996		hsa-miR-4514	0.443670594485008	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT|PITA_May_2021
IRS2	Q9Y4H2		hsa-miR-4676-3p	0.443504818187654	8	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
THBS1	P07996		hsa-miR-4742-3p	0.438920138463989	9	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-548av-3p	0.438254294475528	8	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
THBS1	P07996		hsa-miR-4326	0.436907335934819	7	Very High	bitargeting_May_2021|Cupid|DIANA|MirAncesTar|miRTar2GO|MirTar2|mirzag
SOCS2	O14508		hsa-miR-3154	0.435669426827329	10	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PACCMIT|RNA22
CRISPLD2	Q9H0B8		hsa-miR-378a-5p	0.434489602286069	9	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
THBS1	P07996		hsa-miR-4735-3p	0.434314686789493	8	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRcode|miRDB_v6|MiRNATIP|PACCMIT
FOS	P01100		hsa-miR-1298-5p	0.433081774141082	7	Very High	BCmicrO|bitargeting_May_2021|Cupid|DIANA|MirAncesTar|mirzag|RNA22
SOCS2	O14508		hsa-miR-92a-1-5p	0.430624201133373	11	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|miRTar2GO|mirzag|PACCMIT|PITA_May_2021|RNA22
CRISPLD2	Q9H0B8		hsa-miR-4734	0.430486360899652	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|PITA_May_2021|RNA22
THBS1	P07996		hsa-miR-3678-3p	0.428913124254154	9	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
UBD	O15205		hsa-miR-3152-3p	0.425961503456773	9	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PITA_May_2021
GOLM1	Q8NBJ4		hsa-miR-3685	0.425727270773512	9	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
EFHD1	Q9BUP0		hsa-miR-4665-5p	0.424822499305543	11	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PITA_May_2021|RNA22
SOCS2	O14508		hsa-miR-2117	0.422111229267388	9	Very High	Cupid|DIANA|MBStar|MirAncesTar|mirCoX|MiRNATIP|MirTar2|mirzag|RNA22
GOLM1	Q8NBJ4		hsa-miR-4687-3p	0.421536669043412	11	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-miR-4317	0.420678779476405	9	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|RNA22
IRS2	Q9Y4H2		hsa-miR-106a-3p	0.420086054731252	9	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
THBS1	P07996		hsa-miR-345-3p	0.418072664615773	9	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
IRS2	Q9Y4H2		hsa-miR-3117-3p	0.417304421466727	9	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
THBS1	P07996		hsa-miR-4736	0.416898793914517	12	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-miR-3184-3p	0.416335441183531	8	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-563	0.4157618858455	8	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
THBS1	P07996		hsa-miR-5681b	0.415393835853632	7	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
EFHD1	Q9BUP0		hsa-miR-6785-5p	0.41283652580286	10	Very High	bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|rnahybrid_May_2021
IRS2	Q9Y4H2		hsa-miR-3616-3p	0.411539652186683	10	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|PACCMIT|PITA_May_2021|RNA22
IGFBP2	P18065		hsa-miR-423-3p	0.409178539064136	10	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|MirSNPInTarget|mirzag|RNA22
GOLM1	Q8NBJ4		hsa-miR-1910-5p	0.408047361257441	10	Very High	BCmicrO|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|miRTar2GO|MirTar2|mirzag|RNA22
GADD45G	O95257		hsa-miR-127-3p	0.407266852040177	9	Very High	BCmicrO|DIANA|MirAncesTar|mirbase|mirCoX|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT
FOS	P01100		hsa-miR-4267	0.406791822938757	7	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|PACCMIT|rnahybrid_May_2021
CRISPLD2	Q9H0B8		hsa-miR-153-5p	0.406633341176875	6	Very High	bitargeting_May_2021|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
THBS1	P07996		hsa-miR-1289	0.406017165782695	9	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirzag|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-miR-450a-5p	0.402254319258338	9	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|MultiMiTar|RNA22
CRISPLD2	Q9H0B8		hsa-miR-4322	0.401893375528801	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PITA_May_2021|RNA22
THBS1	P07996		hsa-miR-1249-3p	0.401417834398104	8	Very High	BCmicrO|CoMeTa|MirAncesTar|miranda_May_2021|MiRNATIP|miRTar2GO|PITA_May_2021|RNA22
EFHD1	Q9BUP0		hsa-miR-5010-5p	0.399616070994522	11	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MirTar2|mirzag|PITA_May_2021|RNA22
THBS1	P07996		hsa-miR-4691-5p	0.397332008816884	9	Very High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
FOS	P01100		hsa-miR-3650	0.396113062415404	8	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PACCMIT|RNA22
FOS	P01100		hsa-miR-4723-3p	0.393006355215284	9	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT|RNA22
FOS	P01100		hsa-miR-3183	0.392852210191376	10	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT|PITA_May_2021|RNA22
EFHD1	Q9BUP0		hsa-miR-564	0.391944369232876	11	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|mirzag|MultiMiTar|PITA_May_2021|RNA22
SOCS2	O14508		hsa-miR-3683	0.39098302649769	9	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag
THBS1	P07996		hsa-miR-4685-3p	0.390118424464955	10	Very High	bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|PITA_May_2021|RNA22
EFHD1	Q9BUP0		hsa-miR-711	0.389973442412483	12	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|mirzag|PITA_May_2021|RNA22
CRISPLD2	Q9H0B8		hsa-miR-4656	0.386989180875522	9	Very High	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT|PITA_May_2021|RNA22
CRISPLD2	Q9H0B8		hsa-miR-6768-5p	0.385645481411142	9	Very High	bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
CRISPLD2	Q9H0B8		hsa-miR-3675-3p	0.384267587012797	8	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
IRS2	Q9Y4H2		hsa-miR-4291	0.384045337117747	9	Very High	bitargeting_May_2021|MBStar|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|PACCMIT|RNA22
EFHD1	Q9BUP0		hsa-miR-26a-1-3p	0.381708689434621	11	Very High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
