
Generated at: 2021/03/17 09:54:01
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - 
Micro RNA       - hsa-miR-221-3p
hsa-miR-155-5p
hsa-miR-222-3p
hsa-miR-150-5p
hsa-miR-200b-3p
hsa-miR-31-5p
hsa-miR-143-3p
hsa-miR-10a-5p
hsa-miR-200c-3p
hsa-miR-940
hsa-miR-181d-5p
hsa-miR-200a-3p
hsa-miR-193b-3p
hsa-miR-141-3p
hsa-miR-551b-3p
hsa-miR-1234-3p
Minimum Score   - Very High


Results (19222) 
Gene Symbol,Uniprot,Pseudogene,MicroRNA,Integrated Score,Number of Sources,Score Class,Sources
ELOVL3,Q9HB03,,hsa-miR-150-5p,0.653604041147729,15,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan
STAM2,O75886,,hsa-miR-200b-3p,0.653527032683857,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
CYR61,O00622,,hsa-miR-181d-5p,0.653502138740896,14,Very High,BCmicrO|Cupid|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RNA22|RNAhybrid|TargetScan
MED22,Q15528,,hsa-miR-940,0.653428789017451,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|miRTar2GO|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetSpy
SNTB2,Q13425,,hsa-miR-31-5p,0.653305267859425,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetScan
SOCS5,O75159,,hsa-miR-222-3p,0.653239134486588,15,Very High,BCmicrO|Cupid|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|MirSNP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank|TargetScan
SH2B3,Q9UQQ2,,hsa-miR-940,0.653163354719881,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
ARNTL,O00327,,hsa-miR-155-5p,0.653151984185008,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|miRcode|MirMAP|Mirza-G|MultiMiTar|RNAhybrid|TargetRank
TP53BP2,Q13625,,hsa-miR-221-3p,0.653117978747222,18,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNA22|RNAhybrid|TargetRank|TargetScan
PHLDA1,Q8WV24,,hsa-miR-181d-5p,0.653078327113806,13,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetScan
RALA,P11233,,hsa-miR-181d-5p,0.653008430642766,13,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|TargetRank|TargetScan
ZNF618,Q5T7W0,,hsa-miR-143-3p,0.652944845095208,17,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|PITA|RepTar|TargetRank|TargetScan
ARHGDIA,P52565,,hsa-miR-200b-3p,0.652917212360463,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|PACCMIT|RNAhybrid|TargetScan
FXYD3,Q14802,,hsa-miR-143-3p,0.652884212860493,19,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
ITGB8,P26012,,hsa-miR-221-3p,0.652882126926129,14,Very High,BCmicrO|CoMeTa|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
RNF38,Q9H0F5,,hsa-miR-200b-3p,0.652826867923121,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan
CTH,P32929,,hsa-miR-150-5p,0.652797791992864,18,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNA22|RNAhybrid|TargetRank
DNMT3B,Q9UBC3,,hsa-miR-200b-3p,0.652742862852059,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
BORA,Q6PGQ7,,hsa-miR-150-5p,0.652697908012551,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid
WDR7,Q9Y4E6,,hsa-miR-143-3p,0.652693020347747,18,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
CACNA1A,O00555,,hsa-miR-143-3p,0.652598096612642,17,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RNAhybrid|TargetRank|TargetScan
XPO7,Q9UIA9,,hsa-miR-181d-5p,0.652552737226789,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
TRAM2,Q15035,,hsa-miR-221-3p,0.65255262220129,18,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|PITA|RepTar|TargetRank|TargetScan
SPART,,,hsa-miR-200c-3p,0.652542334750575,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetRank|TargetScan
CDK16,Q00536,,hsa-miR-940,0.652451557880722,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
USP28,Q96RU2,,hsa-miR-31-5p,0.652352848588357,18,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
NAP1L4,Q99733,,hsa-miR-200a-3p,0.652324323622848,16,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
SBK1,Q52WX2,,hsa-miR-222-3p,0.652286412827593,14,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetRank|TargetScan
MARCH5,Q9NX47,,hsa-miR-143-3p,0.652246186374068,17,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar
NFYB,P25208,,hsa-miR-141-3p,0.652197827943749,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
UBA6,A0AVT1,,hsa-miR-200a-3p,0.652129912246434,17,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
OSBPL3,Q9H4L5,,hsa-miR-221-3p,0.65212868067501,18,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
IL1RAP,Q9NPH3,,hsa-miR-155-5p,0.652104956272068,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
SNX30,Q5VWJ9,,hsa-miR-200c-3p,0.65206854577804,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan
KATNAL1,Q9BW62,,hsa-miR-200b-3p,0.652044389346016,15,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetScan
TET1,Q8NFU7,,hsa-miR-141-3p,0.652039824717612,14,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|TargetRank|TargetScan
CGGBP1,Q9UFW8,,hsa-miR-200b-3p,0.651999288667019,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|MirMAP|RNAhybrid|TargetRank|TargetScan
ZNF609,O15014,,hsa-miR-940,0.651976114941632,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
GID4,Q8IVV7,,hsa-miR-181d-5p,0.651932629770858,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
ADAMTS6,Q9UKP5,,hsa-miR-222-3p,0.651921666676583,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetRank
HAUS6,Q7Z4H7,,hsa-miR-155-5p,0.651914343293445,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetScan
PHF3,Q92576,,hsa-miR-150-5p,0.651894652476088,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
IGSF1,Q8N6C5,,hsa-miR-10a-5p,0.651857850760729,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
C21orf91,Q9NYK6,,hsa-miR-200c-3p,0.651850392715299,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
DPY19L1,Q2PZI1,,hsa-miR-141-3p,0.651805458390412,17,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
AFF4,Q9UHB7,,hsa-miR-31-5p,0.651784032016635,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|PITA|RepTar|RNAhybrid|TargetRank
STX16,O14662,,hsa-miR-200b-3p,0.651771991525731,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
NFIB,O00712,,hsa-miR-155-5p,0.651718252964696,14,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid|TargetScan
PEG3,Q9GZU2,,hsa-miR-200a-3p,0.651704887858439,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|TargetScan
CD2AP,Q9Y5K6,,hsa-miR-181d-5p,0.651666611388146,15,Very High,BCmicrO|BiTargeting|CoMeTa|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetRank|TargetScan
LASP1,Q14847,,hsa-miR-31-5p,0.651624931792255,19,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|MultiMiTar|PACCMIT|PITA|RepTar|RNAhybrid|TargetRank
POU3F2,P20265,,hsa-miR-200a-3p,0.651612924457979,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|TargetScan
MACC1,Q6ZN28,,hsa-miR-141-3p,0.65160799393189,18,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid
KCTD15,Q96SI1,,hsa-miR-200c-3p,0.651550597967732,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|PACCMIT|RNAhybrid|TargetScan
TEK,Q02763,,hsa-miR-150-5p,0.651507890870278,15,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetScan
ABAT,P80404,,hsa-miR-200b-3p,0.651492059510967,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|RepTar|RNAhybrid|TargetRank|TargetScan
KMT5B,Q4FZB7,,hsa-miR-150-5p,0.651475532519515,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
VPS26B,Q4G0F5,,hsa-miR-200a-3p,0.651458683745654,16,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
PPM1A,P35813,,hsa-miR-200a-3p,0.651457489444901,15,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid
KRT80,Q6KB66,,hsa-miR-143-3p,0.651410326917956,15,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|TargetRank|TargetScan
BRWD3,Q6RI45,,hsa-miR-222-3p,0.651347189379014,12,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|TargetScan
PHF21B,Q96EK2,,hsa-miR-200c-3p,0.651346963898523,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|RepTar|RNAhybrid|TargetScan
PCDH8,O95206,,hsa-miR-31-5p,0.651344986090798,12,Very High,BCmicrO|Cupid|DIANA|MBStar|microrna.org|miRcode|MirMAP|Mirza-G|MultiMiTar|RNAhybrid|TargetRank|TargetScan
NRG3,P56975,,hsa-miR-155-5p,0.651324839529729,11,Very High,Cupid|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|RNAhybrid|TargetScan
KMT2C,Q8NEZ4,,hsa-miR-200c-3p,0.651323847118854,14,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
LONRF2,Q1L5Z9,,hsa-miR-141-3p,0.651166358359873,17,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
DVL3,Q92997,,hsa-miR-940,0.651101754226303,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
VMP1,Q96GC9,,hsa-miR-150-5p,0.651097850177809,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
PSAT1,Q9Y617,,hsa-miR-200c-3p,0.651071383429421,15,Very High,BCmicrO|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
TP53,P04637,,hsa-miR-150-5p,0.651067677685211,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan
CKAP5,Q14008,,hsa-miR-155-5p,0.651049758123361,11,Very High,BCmicrO|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|PACCMIT|RNAhybrid|TargetScan
NFASC,O94856,,hsa-miR-200c-3p,0.650984693291976,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNA22|RNAhybrid|TargetRank|TargetScan
LRAT,O95237,,hsa-miR-155-5p,0.65097842663397,18,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
FAM120A,Q9NZB2,,hsa-miR-221-3p,0.6509727995311,14,Very High,BCmicrO|Cupid|DIANA|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
COL7A1,Q02388,,hsa-miR-155-5p,0.650961557563915,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|MirAncesTar|mirbase|miRcode|MirMAP|miRTar2GO|MultiMiTar
SNAP25,P60880,,hsa-miR-222-3p,0.650954189910294,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|miRcode|mirCoX|MirMAP|PicTar|RNAhybrid
FOXA2,Q9Y261,,hsa-miR-141-3p,0.65089300494001,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
RGP1,Q92546,,hsa-miR-155-5p,0.65082063256772,11,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|miRcode|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|TargetScan
SLC26A7,Q8TE54,,hsa-miR-141-3p,0.650811873207948,17,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
PTPRZ1,P23471,,hsa-miR-222-3p,0.65081091105403,12,Very High,BCmicrO|Cupid|DIANA|GenMir++|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|RNAhybrid
SHANK3,Q9BYB0,,hsa-miR-10a-5p,0.650695737694608,12,Very High,BCmicrO|Cupid|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
UGP2,Q16851,,hsa-miR-141-3p,0.650644675756027,18,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid
RUNX2,Q13950,,hsa-miR-221-3p,0.650630106755065,13,Very High,BCmicrO|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetRank|TargetScan
RUNX1,Q01196,,hsa-miR-181d-5p,0.650512213110183,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
TTC33,Q6PID6,,hsa-miR-200c-3p,0.650505449580958,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetRank|TargetScan
CAMTA1,Q9Y6Y1,,hsa-miR-221-3p,0.650427428858406,17,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT|RNA22|RNAhybrid|TargetRank
MTF1,Q14872,,hsa-miR-181d-5p,0.650416304904629,13,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirTar|miRTar2GO|PACCMIT|RepTar|RNA22|TargetScan
RAC1,P63000,,hsa-miR-155-5p,0.650402383857109,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|MultiMiTar|RepTar|RNAhybrid|TargetRank
SLC15A1,P46059,,hsa-miR-193b-3p,0.65036144481138,14,Very High,BCmicrO|BiTargeting|CoMeTa|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|RepTar|RNAhybrid|TargetRank|TargetScan
PRELID3B,Q9Y3B1,,hsa-miR-31-5p,0.650360613946813,18,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid
MMP19,Q99542,,hsa-miR-193b-3p,0.650354031366928,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetScan
ANKRD50,Q9ULJ7,,hsa-miR-200a-3p,0.650316795619069,16,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
LIN28B,Q6ZN17,,hsa-miR-200c-3p,0.650315974818476,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|TargetRank
MSL2,Q9HCI7,,hsa-miR-181d-5p,0.65029210332607,13,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan
KLHDC10,Q6PID8,,hsa-miR-141-3p,0.650265413298982,14,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|ElMMo3|MBStar|MAMI|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|TargetScan
FBXL17,Q9UF56,,hsa-miR-155-5p,0.650264314323395,15,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PITA|RepTar|TargetScan
STAM2,O75886,,hsa-miR-200c-3p,0.650236076858486,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
CGGBP1,Q9UFW8,,hsa-miR-141-3p,0.650191551428426,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
NAA15,Q9BXJ9,,hsa-miR-10a-5p,0.650185629366135,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar
CBL,P22681,,hsa-miR-31-5p,0.650182125297195,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|PITA|RepTar|RNAhybrid|TargetRank|TargetScan
ZKSCAN8,Q15776,,hsa-miR-155-5p,0.650164112956652,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
NDST1,P52848,,hsa-miR-200c-3p,0.650159990136143,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|miRTar2GO|PACCMIT|RepTar|RNAhybrid|TargetScan
