
Generated at: 2021/03/22 11:54:51
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - PHLDA1
KLF4
IER3
ZFP36
IGFBP2
SYT7
IRS2
MYC
DUSP10
NR4A1
GPAM
IL1RN
P4HA1
MAMDC4
CYR61
MAFF
SIK1
ATF3
EGR1
LRRC31
KLF6
SDC4
UBD
FMO1
JUNB
JUN
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (2)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
SIK1,P57059,,hsa-miR-141-3p,0.816269836289807,18,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetRank|TargetScan
KLF4,O43474,,hsa-miR-124-3p,0.81529711732514,13,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|miRcode|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
P4HA1,P13674,,hsa-miR-506-3p,0.813073757911547,17,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-130b-3p,0.813013587704672,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
KLF4,O43474,,hsa-miR-449a,0.812233413734773,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
EGR1,P18146,,hsa-miR-506-3p,0.810466430851685,16,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetScan
CYR61,O00622,,hsa-miR-22-3p,0.809004339810921,23,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|MultiMiTar|PACCMIT|RepTar|RNA22|RNAhybrid|TargetRank|TargetScan
KLF4,O43474,,hsa-miR-29b-3p,0.806199783144942,14,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-375,0.805827697458823,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|miRcode|MirMAP|Mirza-G|PicTar|RepTar|RNAhybrid|TargetScan|TargetSpy
KLF4,O43474,,hsa-miR-26b-5p,0.802254852956806,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|mirCoX|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PicTar|RNAhybrid|TargetScan
P4HA1,P13674,,hsa-miR-30e-5p,0.799255985532705,14,Very High,CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|PicTar|RepTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-135b-5p,0.79534746928517,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|PACCMIT|RNAhybrid|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-20b-5p,0.795034534537051,17,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetScan
GPAM,Q9HCL2,,hsa-miR-9-5p,0.793898685697479,15,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|TargetRank|TargetScan
IRS2,Q9Y4H2,,hsa-miR-30d-5p,0.790935904892386,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-520d-3p,0.790759806704728,17,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan|TargetSpy
SIK1,P57059,,hsa-miR-130a-3p,0.788674590447287,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
SIK1,P57059,,hsa-miR-367-3p,0.788269134843404,15,Very High,CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetScan
JUN,P05412,,hsa-miR-139-5p,0.788007771130969,21,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNA22|RNAhybrid|TargetRank|TargetScan|TargetSpy
KLF4,O43474,,hsa-miR-506-3p,0.7864282038272,13,Very High,CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetScan
PHLDA1,Q8WV24,,hsa-miR-181b-5p,0.784122733978338,14,Very High,BCmicrO|CoMeTa|ElMMo3|GenMir++|MBStar|MAMI|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetScan
SIK1,P57059,,hsa-miR-200a-3p,0.779795658404448,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-4262,0.779625469080942,14,Very High,BiTargeting|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-200c-3p,0.777011970051116,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|PACCMIT|RNAhybrid|TargetScan
SIK1,P57059,,hsa-miR-520e,0.775850273435318,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|TargetScan|TargetSpy
SIK1,P57059,,hsa-miR-424-5p,0.77544983074956,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetScan
DUSP10,Q9Y6W6,,hsa-miR-129-5p,0.774237019505854,19,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RNA22|RNAhybrid|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-520c-3p,0.773734772641614,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|TargetScan
IRS2,Q9Y4H2,,hsa-miR-30b-5p,0.77219532154748,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|TargetRank|TargetScan
JUN,P05412,,hsa-miR-200c-3p,0.771332341537079,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RNAhybrid|TargetScan
JUN,P05412,,hsa-miR-429,0.770561003695837,16,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetScan|TargetSpy
KLF4,O43474,,hsa-miR-200b-3p,0.769365614580697,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|PACCMIT|RNAhybrid|TargetScan
SIK1,P57059,,hsa-miR-27a-3p,0.768951567042808,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-92b-3p,0.766690827075164,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|TargetRank|TargetScan
KLF4,O43474,,hsa-miR-429,0.766524588657141,15,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|PACCMIT|RNAhybrid|TargetScan|TargetSpy
DUSP10,Q9Y6W6,,hsa-miR-22-3p,0.76638949779505,21,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNA22|RNAhybrid|TargetRank
EGR1,P18146,,hsa-miR-191-5p,0.763933353944114,19,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
KLF4,O43474,,hsa-miR-300,0.763891092372516,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
SIK1,P57059,,hsa-miR-203a-3p,0.763676591646809,14,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|PicTar
SIK1,P57059,,hsa-miR-520b,0.760938644735964,14,Very High,BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|TargetScan
IRS2,Q9Y4H2,,hsa-miR-33a-5p,0.758389476222924,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-519d-3p,0.75308091968201,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|TargetRank|TargetScan
SYT7,O43581,,hsa-miR-98-5p,0.751259275541881,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-25-3p,0.750918446621152,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|TargetRank|TargetScan
IRS2,Q9Y4H2,,hsa-miR-92b-3p,0.747511398435527,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-373-3p,0.747492363930247,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
SIK1,P57059,,hsa-miR-301b-3p,0.747147335930738,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
SIK1,P57059,,hsa-miR-372-3p,0.746486737752844,14,Very High,CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
GPAM,Q9HCL2,,hsa-miR-124-3p,0.745554141224851,14,Very High,Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|TargetRank
SIK1,P57059,,hsa-miR-497-5p,0.744350477444495,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MAMI|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|TargetScan
IRS2,Q9Y4H2,,hsa-miR-30a-5p,0.743734356405834,13,Very High,CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|TargetRank|TargetScan
IRS2,Q9Y4H2,,hsa-miR-30c-5p,0.743717193114083,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|TargetRank|TargetScan
P4HA1,P13674,,hsa-miR-30b-5p,0.741770668594415,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetScan
GPAM,Q9HCL2,,hsa-miR-330-3p,0.740618868923551,18,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetScan|TargetSpy
KLF4,O43474,,hsa-miR-381-3p,0.739674887493622,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank
KLF6,Q99612,,hsa-miR-32-5p,0.738486900250838,15,Very High,BiTargeting|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-181d-5p,0.735240332925254,15,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-454-3p,0.735114173867249,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetScan
CYR61,O00622,,hsa-miR-222-3p,0.734852006384918,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|RNA22|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-137,0.734391378151071,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|MultiMiTar|RepTar|TargetScan
PHLDA1,Q8WV24,,hsa-miR-101-3p,0.732844457007307,16,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar
P4HA1,P13674,,hsa-miR-30d-5p,0.732794313639439,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetScan
P4HA1,P13674,,hsa-miR-30a-5p,0.732232150615784,15,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetScan|TargetSpy
DUSP10,Q9Y6W6,,hsa-miR-329-3p,0.731871267967406,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-503-5p,0.731303818654344,18,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|MultiMiTar|PITA|RepTar|TargetRank
JUN,P05412,,hsa-miR-495-3p,0.731181140180525,18,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
KLF4,O43474,,hsa-miR-29a-3p,0.729333103660161,16,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-449b-5p,0.727420426123198,16,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
KLF4,O43474,,hsa-miR-137,0.726169868355179,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan|TargetSpy
GPAM,Q9HCL2,,hsa-miR-548c-3p,0.725779511026477,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|TargetRank|TargetSpy
SIK1,P57059,,hsa-miR-27b-3p,0.723924241703122,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetRank|TargetScan
DUSP10,Q9Y6W6,,hsa-miR-450a-5p,0.722026623693759,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank|TargetScan
IRS2,Q9Y4H2,,hsa-miR-33b-5p,0.721449107826131,17,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-543,0.720582598822737,17,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetSpy
SIK1,P57059,,hsa-miR-301a-3p,0.719451234022217,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
NR4A1,P22736,,hsa-miR-224-5p,0.714841721977237,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-508-3p,0.71361511028242,18,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
P4HA1,P13674,,hsa-miR-30c-5p,0.71357731865375,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-144-3p,0.713066952291671,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetScan
SYT7,O43581,,hsa-let-7f-5p,0.708790606619419,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-367-3p,0.708101498551029,13,Very High,CoMeTa|Cupid|DIANA|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|MultiMiTar|TargetRank|TargetScan
IRS2,Q9Y4H2,,hsa-miR-135b-5p,0.706717480083992,14,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|MirMAP|miRTar2GO|RepTar|TargetScan
DUSP10,Q9Y6W6,,hsa-miR-362-3p,0.706435773964232,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan|TargetSpy
GPAM,Q9HCL2,,hsa-miR-29c-3p,0.702940532942461,15,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetScan
ZFP36,P26651,,hsa-miR-182-5p,0.702412456701181,19,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
SYT7,O43581,,hsa-let-7i-5p,0.702219409130584,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-107,0.701699145170557,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|MultiMiTar|RNAhybrid|TargetScan
CYR61,O00622,,hsa-miR-181c-5p,0.701331790817592,15,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RNAhybrid|TargetScan
JUN,P05412,,hsa-miR-32-5p,0.700706377347504,12,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|miRcode|MirMAP|Mirza-G|PicTar|RepTar|RNAhybrid
EGR1,P18146,,hsa-miR-377-3p,0.700059232190834,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RNAhybrid
SYT7,O43581,,hsa-let-7c-5p,0.699534500082514,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
JUNB,P17275,,hsa-miR-30d-5p,0.699185941817849,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-181c-5p,0.698200911147568,13,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|MirMAP|miRTar2GO|RNAhybrid|TargetRank|TargetScan
P4HA1,P13674,,hsa-miR-495-3p,0.696285586551238,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
SIK1,P57059,,hsa-miR-520a-3p,0.695142096692427,14,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan|TargetSpy
KLF6,Q99612,,hsa-miR-18a-5p,0.693530699458077,18,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|MultiMiTar|RNAhybrid|TargetRank
IRS2,Q9Y4H2,,hsa-miR-363-3p,0.692522788070846,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-506-3p,0.689951089440844,14,Very High,BiTargeting|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-424-5p,0.688381315802983,17,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
CYR61,O00622,,hsa-miR-145-5p,0.687944026104015,15,Very High,BCmicrO|CoMeTa|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PITA|RNA22|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-212-3p,0.68789568804591,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
