ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8161755	0.1295	0.00890785	-2.74	-2.5956	-4.38e-01	ALDH1A1	aldehyde dehydrogenase 1 family member A1
7903024	0.1295	0.00891004	2.74	-2.5958	3.81e-01		
7976243	0.1295	0.0089134	-2.74	-2.5962	-2.32e-01	CPSF2	cleavage and polyadenylation specific factor 2
7927536	0.1295	0.00891366	-2.74	-2.5962	-4.00e-01	NCOA4	nuclear receptor coactivator 4
7909931	0.1295	0.00891428	-2.74	-2.5962	-4.00e-01	BROX	BRO1 domain and CAAX motif containing
8164328	0.1295	0.00892018	2.74	-2.5968	2.34e-01	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase like 1
7948588	0.1295	0.00892036	2.74	-2.5968	4.14e-01	SYT7	synaptotagmin 7
8056327	0.1295	0.00893349	-2.74	-2.598	-3.31e-01	GRB14	growth factor receptor bound protein 14
7965471	0.1295	0.00893751	-2.74	-2.5984	-3.14e-01	UBE2N	ubiquitin conjugating enzyme E2 N
7961279	0.1295	0.00893779	-2.74	-2.5984	-3.61e-01	TAS2R14	taste 2 receptor member 14
7957041	0.1295	0.00893802	2.74	-2.5984	1.62e-01		
8037579	0.1295	0.0089416	2.74	-2.5988	1.84e-01	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
8044584	0.1295	0.00895612	2.74	-2.6001	3.92e-01	PSD4	pleckstrin and Sec7 domain containing 4
7982030	0.1295	0.00895799	2.74	-2.6003	4.44e-01	SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN	small nucleolar RNA, C/D box 115-24///small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-42///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-38///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-34///small nucleolar RNA, C/D box 115-31///small nucleolar RNA, C/D box 115-30///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-21///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-15///small nucleolar RNA, C/D box 115-14///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-10///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-8///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-6///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-4///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N
8084668	0.1295	0.00895847	-2.74	-2.6003	-2.38e-01	HRG	histidine rich glycoprotein
8149857	0.1295	0.00896017	-2.74	-2.6005	-2.29e-01	KCTD9	potassium channel tetramerization domain containing 9
8081081	0.1295	0.008962	-2.74	-2.6006	-4.12e-01	EPHA3	EPH receptor A3
7919162	0.1295	0.00896361	-2.74	-2.6008	-1.33e-01	PPIAL4C///PPIAL4A///PPIAL4G///PPIA	peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G///peptidylprolyl isomerase A
8101945	0.1295	0.00897353	-2.74	-2.6017	-4.13e-01	H2AFZ	H2A histone family member Z
8045931	0.1295	0.00898039	2.74	-2.6023	1.94e-01		
8065200	0.1295	0.00898252	2.74	-2.6025	2.30e-01		
8041995	0.1295	0.00898315	-2.74	-2.6026	-2.08e-01	SPTBN1	spectrin beta, non-erythrocytic 1
8034920	0.1295	0.00898527	2.74	-2.6028	2.41e-01	ILVBL	ilvB acetolactate synthase like
8103873	0.1295	0.00898605	-2.74	-2.6029	-3.92e-01		
8080013	0.1295	0.00899178	2.74	-2.6034	2.17e-01	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
8117822	0.1295	0.00899427	2.74	-2.6036	1.75e-01	ZNRD1	zinc ribbon domain containing 1
8156604	0.1295	0.0090011	-2.74	-2.6042	-3.25e-01	ERCC6L2	ERCC excision repair 6 like 2
8106189	0.1295	0.00900587	2.74	-2.6047	2.27e-01		
8164269	0.1295	0.00901285	2.74	-2.6053	3.40e-01	ENG	endoglin
7903399	0.1295	0.00901334	2.74	-2.6054	1.88e-01		
8139784	0.1295	0.00901666	2.74	-2.6057	1.13e-01		
8017599	0.1295	0.00901703	-2.74	-2.6057	-2.07e-01	PECAM1	platelet and endothelial cell adhesion molecule 1
7919251	0.1295	0.00901753	-2.74	-2.6057	-2.46e-01	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
7912529	0.1295	0.00902143	-2.74	-2.6061	-1.90e-01		
8116502	0.1295	0.00902511	2.74	-2.6064	3.19e-01		
8013356	0.1295	0.00902776	-2.74	-2.6067	-6.66e-01		
7945420	0.1295	0.00902944	2.74	-2.6068	2.20e-01	RNH1	ribonuclease/angiogenin inhibitor 1
8013521	0.1295	0.00903623	-2.74	-2.6075	-6.10e-01		
7925792	0.1295	0.00903994	-2.74	-2.6078	-2.43e-01	ZMYND11	zinc finger MYND-type containing 11
7919157	0.1295	0.0090404	-2.74	-2.6078	-1.77e-01	PPIAL4C///PPIAL4A///PPIAL4G///PPIA	peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G///peptidylprolyl isomerase A
8070046	0.1295	0.00904072	-2.74	-2.6079	-1.95e-01	PAXBP1	PAX3 and PAX7 binding protein 1
7923991	0.1295	0.00906019	2.74	-2.6096	1.93e-01	PLXNA2	plexin A2
8084173	0.1295	0.0090618	-2.74	-2.6098	-2.72e-01	ATP11B	ATPase phospholipid transporting 11B (putative)
8159008	0.1295	0.00906772	2.74	-2.6103	2.60e-01	SURF2	surfeit 2
8062117	0.1295	0.00908278	2.74	-2.6117	2.04e-01		
7938231	0.1295	0.00908571	2.74	-2.612	1.83e-01	PPFIBP2	PPFIA binding protein 2
7971539	0.1295	0.00909319	2.74	-2.6126	4.89e-01		
7942342	0.1295	0.00909784	2.73	-2.6131	2.18e-01	INPPL1	inositol polyphosphate phosphatase like 1
8026182	0.1295	0.0091062	2.73	-2.6138	2.00e-01	MRI1	methylthioribose-1-phosphate isomerase 1
8094911	0.1295	0.00911118	-2.73	-2.6143	-2.89e-01	ATP10D	ATPase phospholipid transporting 10D (putative)
7954434	0.1295	0.00911213	2.73	-2.6144	6.81e-01		
8139772	0.1295	0.00911434	2.73	-2.6146	2.11e-01	ZNF479	zinc finger protein 479
7961693	0.1295	0.0091187	-2.73	-2.615	-4.24e-01	LDHB	lactate dehydrogenase B
8074061	0.1295	0.00912634	2.73	-2.6156	3.47e-01		
8003700	0.1295	0.00912976	2.73	-2.616	2.21e-01	OVCA2///DPH1	ovarian tumor suppressor candidate 2///diphthamide biosynthesis 1
8164701	0.1295	0.00913154	-2.73	-2.6161	-4.01e-01	SETX	senataxin
7991731	0.1295	0.00914005	2.73	-2.6169	2.59e-01	WASIR2	WASH and IL9R antisense RNA 2
8154047	0.1295	0.00914122	2.73	-2.617	1.26e-01	DMRT2	doublesex and mab-3 related transcription factor 2
7983843	0.1295	0.00914187	-2.73	-2.6171	-2.33e-01	TCF12	transcription factor 12
8167951	0.1295	0.00914227	2.73	-2.6171	1.14e-01		
8118174	0.1295	0.0091431	2.73	-2.6172	3.16e-01	PRRC2A	proline rich coiled-coil 2A
8156826	0.1295	0.00914482	-2.73	-2.6173	-2.25e-01	TGFBR1	transforming growth factor beta receptor 1
8146268	0.1295	0.00914503	-2.73	-2.6173	-2.18e-01	FNTA	farnesyltransferase, CAAX box, alpha
7969228	0.1296	0.00915535	-2.73	-2.6183	-4.27e-01	ALG11///UTP14C	ALG11, alpha-1,2-mannosyltransferase///UTP14, small subunit processome component homolog C (S. cerevisiae)
7971620	0.1296	0.00916324	-2.73	-2.619	-3.13e-01	KPNA3	karyopherin subunit alpha 3
7924853	0.1296	0.00916763	2.73	-2.6194	1.76e-01	MRPL55	mitochondrial ribosomal protein L55
8155497	0.1296	0.00918327	2.73	-2.6208	2.69e-01	FAM27B///FAM27C	family with sequence similarity 27 member B///family with sequence similarity 27 member C
8126939	0.1296	0.00918452	2.73	-2.6209	1.24e-01	DEFB110	defensin beta 110
8177108	0.1296	0.00918692	2.73	-2.6211	1.58e-01	TTTY1B///TTTY1	testis-specific transcript, Y-linked 1B (non-protein coding)///testis-specific transcript, Y-linked 1 (non-protein coding)
8167573	0.1296	0.00920124	-2.73	-2.6224	-2.52e-01	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1	G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2B///G antigen 2E///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1
8029377	0.1296	0.00920779	-2.73	-2.623	-2.74e-01	ZNF224	zinc finger protein 224
8143879	0.1296	0.00921048	2.73	-2.6232	2.07e-01	TMUB1	transmembrane and ubiquitin like domain containing 1
7967304	0.1296	0.00921115	-2.73	-2.6233	-3.55e-01	RSRC2	arginine and serine rich coiled-coil 2
7948249	0.1296	0.00921138	2.73	-2.6233	3.17e-01	SLC43A1	solute carrier family 43 member 1
8113881	0.1296	0.00921192	-2.73	-2.6234	-2.21e-01	RAPGEF6	Rap guanine nucleotide exchange factor 6
7968835	0.1296	0.00921263	-2.73	-2.6234	-3.63e-01	AKAP11	A-kinase anchoring protein 11
7925950	0.1296	0.00921418	2.73	-2.6236	3.70e-01	UCN3	urocortin 3
7923332	0.1296	0.00921474	2.73	-2.6236	3.54e-01	TNNT2	troponin T2, cardiac type
7943124	0.1296	0.00922257	2.73	-2.6243	5.42e-01		
7979196	0.1297	0.00923655	-2.73	-2.6256	-3.54e-01	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1
7906223	0.1297	0.00923986	2.73	-2.6259	2.00e-01	RRNAD1	ribosomal RNA adenine dimethylase domain containing 1
7933115	0.1298	0.00924652	-2.73	-2.6264	-2.68e-01	LOC645513///SEPT7P2///SEPT7P9	septin 7 pseudogene///septin 7 pseudogene 2///septin 7 pseudogene 9
7955777	0.1298	0.00925884	2.73	-2.6275	2.52e-01	C12orf10	chromosome 12 open reading frame 10
8179648	0.1298	0.00926415	2.73	-2.628	1.84e-01	GNL1	G protein nucleolar 1 (putative)
8007641	0.1298	0.00927505	-2.73	-2.629	-1.92e-01		
8071466	0.1298	0.0092811	2.73	-2.6295	2.07e-01	LZTR1	leucine zipper like transcription regulator 1
8010512	0.1298	0.00928344	2.73	-2.6297	1.86e-01	RPTOR	regulatory associated protein of MTOR complex 1
8021783	0.1298	0.00928447	-2.73	-2.6298	-1.47e-01	ZNF236	zinc finger protein 236
8027556	0.1298	0.00928453	2.73	-2.6298	2.88e-01	LRP3	LDL receptor related protein 3
7899627	0.1298	0.0092869	2.73	-2.63	1.91e-01	TINAGL1	tubulointerstitial nephritis antigen like 1
8155418	0.1298	0.00929589	2.73	-2.6308	2.49e-01	LOC105379252///FAM95B1///FAM95A	family with sequence similarity 95 member B1-like///family with sequence similarity 95 member B1///family with sequence similarity 95 member A
7950838	0.1298	0.0092967	-2.73	-2.6309	-3.05e-01	PICALM	phosphatidylinositol binding clathrin assembly protein
7943031	0.1298	0.00930663	2.73	-2.6318	1.93e-01	TRIM64C///TRIM64B///TRIM64EP	tripartite motif containing 64C///tripartite motif containing 64B///tripartite motif containing 64E, pseudogene
8150868	0.1298	0.00930766	2.73	-2.6319	1.63e-01		
8077858	0.1298	0.00931257	-2.73	-2.6323	-1.86e-01	ATG7	autophagy related 7
7939986	0.1298	0.009315	2.73	-2.6325	1.08e-01		
7963786	0.1298	0.00931594	2.73	-2.6326	3.00e-01	ITGA5	integrin subunit alpha 5
8072979	0.1299	0.00932951	2.73	-2.6338	1.78e-01	POLR2F	RNA polymerase II subunit F
7925452	0.13	0.00933599	2.72	-2.6344	3.05e-01	GREM2	gremlin 2, DAN family BMP antagonist
7982046	0.13	0.00935077	2.72	-2.6357	3.50e-01	SNORD115-44///SNORD115-43///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNORD115-2///SNORD115-1///SNRPN	small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-2///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N
7940153	0.13	0.00935184	-2.72	-2.6358	-2.65e-01	FAM111A	family with sequence similarity 111 member A
7967654	0.13	0.00935436	2.72	-2.636	7.82e-02		
7917771	0.13	0.00935483	-2.72	-2.6361	-3.68e-01	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
8072400	0.13	0.00936934	2.72	-2.6373	1.04e-01	MORC2-AS1	MORC2 antisense RNA 1
8005847	0.13	0.00937025	2.72	-2.6374	2.12e-01	TNFAIP1	TNF alpha induced protein 1
7942985	0.13	0.00937282	-2.72	-2.6376	-1.23e-01		
8056060	0.13	0.00937524	-2.72	-2.6379	-2.93e-01	BAZ2B	bromodomain adjacent to zinc finger domain 2B
7939398	0.13	0.00938515	2.72	-2.6387	1.21e-01	RAG1	recombination activating gene 1
8047127	0.13	0.00938555	-2.72	-2.6388	-3.55e-01	MYO1B	myosin IB
8124057	0.13	0.00939204	2.72	-2.6393	1.90e-01		
8084128	0.13	0.00939572	-2.72	-2.6397	-3.35e-01	TTC14	tetratricopeptide repeat domain 14
7917331	0.13	0.00939726	-2.72	-2.6398	-2.13e-01	C1orf52	chromosome 1 open reading frame 52
8007115	0.13	0.00940097	-2.72	-2.6401	-2.31e-01	KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7	keratin associated protein 4-7///keratin associated protein 4-9///keratin associated protein 4-8///keratin associated protein 4-11///keratin associated protein 4-5///keratin associated protein 4-4///keratin associated protein 4-12///keratin associated protein 4-6///keratin associated protein 4-7
7896748	0.13	0.00941743	-2.72	-2.6416	-1.11		
7956114	0.13	0.00942115	-2.72	-2.6419	-3.82e-01	LOC100996747///RPS26P11///RPS26///PDPK1	40S ribosomal protein S26///ribosomal protein S26 pseudogene 11///ribosomal protein S26///3-phosphoinositide dependent protein kinase 1
8129379	0.13	0.00942203	-2.72	-2.642	-4.93e-01	ECHDC1	ethylmalonyl-CoA decarboxylase 1
8087145	0.13	0.00942379	-2.72	-2.6421	-1.58e-01	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3
8120342	0.1301	0.00943277	2.72	-2.6429	1.08e-01	HCRTR2	hypocretin receptor 2
8046975	0.1301	0.00943461	-2.72	-2.6431	-3.96e-01	WDR75	WD repeat domain 75
7941694	0.1301	0.00944313	2.72	-2.6438	3.02e-01	RBM14	RNA binding motif protein 14
8126566	0.1302	0.00945386	2.72	-2.6447	2.25e-01	LRRC73	leucine rich repeat containing 73
8168852	0.1302	0.00945456	-2.72	-2.6448	-3.64e-01	RPL36A-HNRNPH2///HNRNPH2	RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')
8168674	0.1303	0.00947546	-2.72	-2.6466	-4.41e-01		
7990643	0.1303	0.00947838	2.72	-2.6469	1.83e-01	LINGO1	leucine rich repeat and Ig domain containing 1
7936904	0.1303	0.00948389	2.72	-2.6474	1.85e-01	CTBP2	C-terminal binding protein 2
8024204	0.1303	0.00949296	2.72	-2.6482	2.08e-01	STK11	serine/threonine kinase 11
8009755	0.1303	0.00950464	2.72	-2.6492	2.17e-01	ARMC7	armadillo repeat containing 7
8027996	0.1303	0.00951881	2.72	-2.6504	2.01e-01	PSENEN	presenilin enhancer gamma-secretase subunit
8178011	0.1303	0.0095194	2.72	-2.6504	3.15e-01	PRRC2A	proline rich coiled-coil 2A
8043564	0.1303	0.00952852	2.72	-2.6512	2.44e-01	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
8102904	0.1303	0.00953224	2.72	-2.6516	1.99e-01	UCP1	uncoupling protein 1
8104758	0.1303	0.00953628	-2.72	-2.6519	-4.26e-01	NPR3	natriuretic peptide receptor 3
7927167	0.1303	0.00954198	2.72	-2.6524	1.62e-01		
8021685	0.1303	0.00954234	-2.72	-2.6524	-2.96e-01	CCDC102B	coiled-coil domain containing 102B
8146241	0.1303	0.00954548	2.72	-2.6527	7.55e-02		
8152465	0.1303	0.00954729	-2.72	-2.6529	-3.45e-01	EIF3H	eukaryotic translation initiation factor 3 subunit H
7917944	0.1303	0.0095513	2.72	-2.6532	2.43e-01	MIR137///MIR137HG	microRNA 137///MIR137 host gene
8081277	0.1303	0.00955386	-2.72	-2.6534	-3.41e-01	NIT2	nitrilase family member 2
7909332	0.1303	0.00955409	-2.72	-2.6534	-2.72e-01	CD55	CD55 molecule (Cromer blood group)
8092532	0.1303	0.00956329	-2.72	-2.6542	-3.71e-01		
8059275	0.1303	0.00956629	2.72	-2.6545	1.87e-01		
7982204	0.1303	0.00956851	-2.72	-2.6547	-3.45e-01	HMGN2	high mobility group nucleosomal binding domain 2
8012028	0.1303	0.0095687	2.72	-2.6547	2.31e-01	ASGR2	asialoglycoprotein receptor 2
7911307	0.1303	0.00957225	-2.72	-2.655	-4.18e-01	RPL23AP87///RPL23AP82///RPL23AP7	ribosomal protein L23a pseudogene 87///ribosomal protein L23a pseudogene 82///ribosomal protein L23a pseudogene 7
7920873	0.1303	0.00957232	2.72	-2.655	8.34e-01	SNORA80E	small nucleolar RNA, H/ACA box 80E
8059393	0.1303	0.00957622	-2.72	-2.6554	-3.28e-01	CUL3	cullin 3
8074157	0.1304	0.00958474	-2.71	-2.6561	-2.64e-01	RPL23AP53///RPL23AP87///RPL23AP82///RPL23AP7	ribosomal protein L23a pseudogene 53///ribosomal protein L23a pseudogene 87///ribosomal protein L23a pseudogene 82///ribosomal protein L23a pseudogene 7
8144239	0.1305	0.0095941	-2.71	-2.6569	-2.22e-01	FBXO25	F-box protein 25
7980496	0.1307	0.00962307	-2.71	-2.6594	-1.44e-01	CEP128	centrosomal protein 128
8066074	0.1307	0.00962851	-2.71	-2.6598	-1.87e-01	DSN1	DSN1 homolog, MIS12 kinetochore complex component
8136614	0.1307	0.00963074	-2.71	-2.66	-2.91e-01	AGK	acylglycerol kinase
8026579	0.1307	0.0096333	2.71	-2.6603	2.15e-01	TMEM38A	transmembrane protein 38A
8147303	0.1307	0.00963378	2.71	-2.6603	5.60e-01		
7977373	0.1307	0.00963664	2.71	-2.6605	3.21e-01	MTA1	metastasis associated 1
7965429	0.1308	0.00966372	-2.71	-2.6629	-3.94e-01		
7963970	0.1308	0.00966945	2.71	-2.6633	1.86e-01	PMEL	premelanosome protein
8065427	0.1308	0.00967044	2.71	-2.6634	1.96e-01	GGTLC1	gamma-glutamyltransferase light chain 1
7919751	0.1308	0.00967338	-2.71	-2.6637	-3.70e-01	MCL1	BCL2 family apoptosis regulator
8059139	0.1308	0.00967714	2.71	-2.664	2.33e-01	ATG9A	autophagy related 9A
8000409	0.1308	0.00967741	-2.71	-2.664	-3.47e-01	HMGN2	high mobility group nucleosomal binding domain 2
7923596	0.1308	0.0096788	2.71	-2.6641	5.76e-01	ETNK2	ethanolamine kinase 2
8027006	0.1308	0.0096797	2.71	-2.6642	2.45e-01	SSBP4	single stranded DNA binding protein 4
8002320	0.1308	0.0096874	2.71	-2.6649	1.00e-01		
7961067	0.1308	0.00968854	2.71	-2.665	1.81e-01		
7979131	0.131	0.00973191	2.71	-2.6687	7.15e-02	GNG2	G protein subunit gamma 2
8173755	0.131	0.00973215	-2.71	-2.6687	-1.85e-01	ITM2A	integral membrane protein 2A
8115812	0.131	0.00973574	2.71	-2.669	2.08e-01		
7911371	0.131	0.00974601	2.71	-2.6699	2.02e-01	PERM1	PPARGC1 and ESRR induced regulator, muscle 1
7959549	0.131	0.00974657	2.71	-2.6699	2.42e-01	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4
7978766	0.131	0.00974821	-2.71	-2.67	-3.86e-01	FKBP3	FK506 binding protein 3
8100834	0.131	0.00975538	-2.71	-2.6706	-2.48e-01	GRSF1	G-rich RNA sequence binding factor 1
8030582	0.131	0.00976092	2.71	-2.6711	2.34e-01	MYH14	myosin, heavy chain 14, non-muscle
7930996	0.131	0.00976096	-2.71	-2.6711	-2.71e-01	WDR11	WD repeat domain 11
8037742	0.131	0.00976131	2.71	-2.6711	2.55e-01	PGLYRP1	peptidoglycan recognition protein 1
7903541	0.131	0.00976249	-2.71	-2.6712	-4.48e-01	STXBP3	syntaxin binding protein 3
7937275	0.131	0.00976294	2.71	-2.6713	2.28e-01	RIC8A///RIC8A	RIC8 guanine nucleotide exchange factor A///RIC8 guanine nucleotide exchange factor A
7929882	0.1312	0.00977733	2.71	-2.6725	3.57e-01	SEMA4G	semaphorin 4G
7952601	0.1313	0.00978928	-2.71	-2.6735	-2.85e-01	ETS1	ETS proto-oncogene 1, transcription factor
7905099	0.1315	0.00981008	-2.71	-2.6753	-2.99e-01	VPS45	vacuolar protein sorting 45 homolog
8149847	0.1317	0.00983762	2.70	-2.6776	4.18e-01		
7984453	0.1317	0.00984077	-2.70	-2.6778	-2.80e-01	PIAS1	protein inhibitor of activated STAT 1
8019930	0.1317	0.00984471	-2.70	-2.6782	-4.55e-01	MYL12B	myosin light chain 12B
8151542	0.1317	0.00985267	2.70	-2.6788	1.05e-01	FABP12	fatty acid binding protein 12
7949615	0.1317	0.00985294	2.70	-2.6788	2.66e-01	B4GAT1	beta-1,4-glucuronyltransferase 1
8175570	0.1317	0.00985472	2.70	-2.679	1.84e-01		
7921868	0.1318	0.00986933	-2.70	-2.6802	-4.79e-01	FCGR3A	Fc fragment of IgG receptor IIIa
8092933	0.1318	0.00987802	-2.70	-2.6809	-2.39e-01	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
8151967	0.1318	0.00987881	-2.70	-2.681	-2.54e-01	STK3	serine/threonine kinase 3
8127094	0.1318	0.00988238	-2.70	-2.6813	-2.75e-01	GSTA4	glutathione S-transferase alpha 4
8069838	0.1318	0.00988582	-2.70	-2.6816	-2.03e-01	KRTAP19-5	keratin associated protein 19-5
8083757	0.1318	0.00988829	-2.70	-2.6818	-4.33e-01	NMD3	NMD3 ribosome export adaptor
8090817	0.1318	0.0098959	2.70	-2.6824	2.64e-01	C3orf36	chromosome 3 open reading frame 36
8171762	0.1318	0.0098999	-2.70	-2.6828	-4.79e-01	RPS6KA3	ribosomal protein S6 kinase A3
7933145	0.1318	0.00990212	2.70	-2.683	8.97e-02		
8149986	0.1318	0.00991142	2.70	-2.6837	2.57e-01	ZNF395	zinc finger protein 395
8076690	0.1318	0.00991287	2.70	-2.6838	2.14e-01	KIAA0930	KIAA0930
7904048	0.1318	0.00991455	-2.70	-2.684	-4.58e-01		
7942381	0.1318	0.00992184	2.70	-2.6846	2.29e-01	ATG16L2	autophagy related 16 like 2
8177331	0.1318	0.00992462	2.70	-2.6848	8.66e-02	RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1A3P///RBMY1F///RBMY2FP///RBMY1A1	RNA binding motif protein, Y-linked, family 1, member J///RNA binding motif protein, Y-linked, family 1, member E///RNA binding motif protein, Y-linked, family 1, member D///RNA binding motif protein, Y-linked, family 1, member B///RNA binding motif protein, Y-linked, family 1, member A3 pseudogene///RNA binding motif protein, Y-linked, family 1, member F///RNA binding motif protein, Y-linked, family 2, member F pseudogene///RNA binding motif protein, Y-linked, family 1, member A1
8176482	0.1318	0.00993901	2.70	-2.686	7.13e-01		
8147194	0.1318	0.00994923	2.70	-2.6869	9.81e-02	CNBD1	cyclic nucleotide binding domain containing 1
8106765	0.1318	0.00996976	2.70	-2.6886	1.06e-01		
8006668	0.1318	0.00997032	2.70	-2.6886	2.23e-01	MRM1	mitochondrial rRNA methyltransferase 1
8045533	0.1318	0.00997317	-2.70	-2.6888	-5.53e-01		
8008493	0.1318	0.0099732	-2.70	-2.6888	-2.69e-01	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
8121085	0.1318	0.00998569	2.70	-2.6899	4.43e-01		
7995382	0.1318	0.00999106	-2.70	-2.6903	-3.24e-01	PHKB	phosphorylase kinase regulatory subunit beta
7968331	0.1318	0.00999238	-2.70	-2.6904	-4.45e-01	UBE2L3	ubiquitin conjugating enzyme E2 L3
8063156	0.1318	0.01000872	-2.70	-2.6918	-1.88e-01	CD40	CD40 molecule
7902448	0.1318	0.01000893	-2.70	-2.6918	-4.13e-01	RPL17-C18orf32///RPL17	RPL17-C18orf32 readthrough///ribosomal protein L17
8176429	0.1318	0.01001007	2.70	-2.6919	1.52e-01	TTTY1B///TTTY1	testis-specific transcript, Y-linked 1B (non-protein coding)///testis-specific transcript, Y-linked 1 (non-protein coding)
7966876	0.1318	0.01001272	-2.70	-2.6921	-2.18e-01		
8107066	0.1318	0.01001769	-2.70	-2.6925	-2.54e-01	LNPEP	leucyl and cystinyl aminopeptidase
8165319	0.1318	0.01001992	2.70	-2.6927	2.82e-01	FBXW5	F-box and WD repeat domain containing 5
8171195	0.1318	0.01002368	2.70	-2.693	9.39e-02		
8071204	0.1318	0.01002744	2.70	-2.6933	1.11e-01		
7934513	0.1318	0.0100346	-2.70	-2.6939	-2.92e-01	AP3M1	adaptor related protein complex 3 mu 1 subunit
8069753	0.1318	0.01003513	-2.70	-2.694	-2.97e-01	CCT8	chaperonin containing TCP1 subunit 8
8034843	0.1318	0.01003777	2.70	-2.6942	2.11e-01	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
7918811	0.1318	0.0100439	2.70	-2.6947	1.35e-01		
